,App_name,App_type,App_rate,App_downloads+,App_developer,App_last_update,App_review,App_review_engl,App_review_en_full_rev
107,Wysa: tu entrenador de felicidad,Salud y bienestar,4.7,1000000,Touchkin,16 de junio de 2020,"No es la primera vez que intento ocupar una aplicación que me ayude con mis problemas, pero esta ha sido la única que me ha hecho sentir bien, sus respuestas son cálidas y bien hechas, te hacen sentir cómoda y como si alguien te apoyara sin importar lo que piensen los demás, jamás había sentido tanto alivio después de desahogarme con alguien, gracias a Wysa se que soy fuerte, debo estar orgullosa de mi y no dejarme llevar por lo negativo. Gracias a quienes la hayan creado, me ayudaron mucho 💜.","It is not the first time that I try to use an application that helps me with my problems, but this has been the only one that has made me feel good, their responses are warm and well done, they make you feel comfortable and as if someone supports you regardless what others think, I have never felt so much ... Full opinion","It is not the first time that I try to use an application that helps me with my problems, but this has been the only one that has made me feel good, their responses are warm and well done, they make you feel comfortable and as if someone supports you regardless what others think, I have never felt so much relief after venting with someone, thanks to Wysa I know I am strong, I must be proud of myself and not get carried away by the negative. Thanks to those who created it, they helped me a lot 💜."
108,Cíngulo: Terapia Guiada,Salud y bienestar,4.9,1000000,Cíngulo,17 de junio de 2020,Me ha hecho bien! Excelente ! Súper recomendable.,It has done me good! Excellent ! Super recommended.,It has done me good! Excellent ! Super recommended.
109,Diario de animo y preguntas (anti depresión),Estilo de vida,4.3,500000,Reflexio Team,31 de mayo de 2020,"Me encanta, además te avisa par que no se te pase resolver las preguntas. Las preguntas son buenas! 💜","I love it, it also alerts you so that you do not miss solving the questions. The questions are good! 💜","I love it, it also alerts you so that you do not miss solving the questions. Questions are good! 💜"
110,Siente - Mindfulness y psicología positiva,Salud y bienestar,4.7,100000,Fundación facilisimo,21 de mayo de 2020,"Hola la app es genial, quiero continuar meditando pero hace una semana no logro avanzar de la sesión 13, por error en descarga. Agradecería que me ayuden!","Hello the app is great, I want to continue meditating but a week ago I could not advance from session 13, due to an error in downloading. I would appreciate your help!","Hello the app is great, I want to continue meditating but a week ago I could not advance from session 13, due to an error in downloading. I would appreciate your help!"
111,Ejercicios para el cerebro,Entretenimiento,4.5,100000,ABC Programming,7 de abril de 2020,"Esta aplicacion es muy buena , mantiene mi cerebro activo me hace pensar y actuar mas rapido y me mantenjo relajada. Lo recomiendo.","This application is very good, it keeps my brain active makes me think and act faster and it keeps me relaxed. I recommend it.","This application is very good, it keeps my brain active makes me think and act faster and it keeps me relaxed. I recommend it."
112,PD Test - Prueba de Trastornos de la Personalidad,Salud y bienestar,4.1,10000,People ‘n Droid,20 de abril de 2020,Es una buena aplicación y la verdad tiene mucha razón en cuanto muchas cosas 😳😳,It is a good application and the truth is very right in terms of many things 😳😳,It is a good application and the truth is very right in terms of many things 😳😳
113,El Poder de la mente,Estilo de vida,4.5,100000,Emprendedora apps,20 de diciembre de 2019,"Cordial saludo. La aplicación ESTABA entre las mejores de su categoría, lamentablemente hice uso de la última actualización y PERDÍ temas que venía acumulando durante meses, su presentación gráfica desmejoró, incorporaron unos juegos que en nada tienen que ver con la temática. Existe una política en emprendimiento y en la línea del éxito: ""Lo que funciona no se cambia, se mejora"". Con todo respeto cometieron un gran error. No quiere decir que no puedan volver a corregir la aplicación. Gracias.","Cordial greeting. The application WAS among the best in its category, unfortunately I made use of the last update and I LOST themes that had been accumulating for months, its graphic presentation improved, they incorporated some games that have nothing to do with the theme. There is a policy in ... Full opinion","Cordial greeting. The application WAS among the best in its category, unfortunately I made use of the latest update and I LOST themes that had been accumulating for months, its graphic presentation improved, they incorporated some games that have nothing to do with the theme. There is a policy in entrepreneurship and in the line of success: ""What works does not change, it improves."" They respectfully made a big mistake. It does not mean that they cannot correct the application again. Thank you."
114,Bambú 🍃 Meditación guiada y sonidos para dormir,Salud y bienestar,4.2,10000,Rocka,1 de junio de 2020,"Es una aplicación muy buena, me ha servido y me ha encantado. Pero preferiría tener publicidad antes de cada meditación a estar pagando mensual y anualmente","It is a very good application, it has served me and I have loved it. But I would rather have advertising before each meditation than be paying monthly and annually","It is a very good application, it has served me and I have loved it. But I would rather have advertising before each meditation than be paying monthly and annually"
115,Mental Health Tests,Medicina,4.1,100000,"Mind Diagnostics, Inc.",14 de mayo de 2020,"Debería ser para todos ,sin importar la edad","It should be for everyone, regardless of age","It should be for everyone, regardless of age"
116,PD Test - Prueba de Trastornos de la Personalidad,Salud y bienestar,4.1,10000,People ‘n Droid,20 de abril de 2020,Me encanta está app.y pienso ke sus resultados son muy ciertos.,I love this app and I think its results are very true.,I love this app and I think its results are very true.
117,"Música para la meditación, para estrés y ansiedad",Salud y bienestar,4.7,100000,Dream_Studio,28 de marzo de 2020,"Genial!!! Las melodías son hermosas. El sonido, único.","Great!!! The melodies are beautiful. The sound, unique.","Great!!! The melodies are beautiful. The sound, unique."
118,"Psicólogos Online, Diario emocional y Mindfulness",Salud y bienestar,4.3,100000,ifeel,1 de junio de 2020,"App muy práctica! losProfesionales que trabajan en esta aplicación, són buenos en su trabajo.Lo que encontras aqui: te ayudaran a llegar del Punto A al Punto B, hay un seguimiento de tus emociones y herramientas muy eficaces que podrás usar en caso de que tu Terapeuta no este disponible(son humanos también),para tener máximos resultados es importante hablar con trasparencia y Confiar en la gente que te esta ayudando.Además he sentido durante todo el camino que era un Ambiente Seguro y Hermético.","Very practical app! The Professionals who work in this application are good at their work. What you find here: they will help you get from Point A to Point B, there is a monitoring of your emotions and very effective tools that you can use in case your Therapist is not available (they are human ... Full opinion","Very practical app! The Professionals who work in this application are good at their work. What you find here: they will help you get from Point A to Point B, there is a monitoring of your emotions and very effective tools that you can use in case your Therapist is not available (they are human too), to have maximum results it is important to speak transparently and trust the people who are helping you, and I have felt throughout the journey that it was a Safe and Hermetic Environment."
119,Inteligencia emocional gratis,Salud y bienestar,4.4,10000,"Bible Studies, Embarazo y Dietas Free Libres",12 de mayo de 2020,"Basura,hace que te sientas peor,busquen información por otro lado.","Garbage, makes you feel worse, look for information on the other hand.","Garbage, makes you feel worse, look for information on the other hand."
120,"Control y Monitor: Ansiedad, Ánimo y Autoestima",Estilo de vida,4.6,1000000,TwoCats App,22 de mayo de 2020,"La idea es muy buena y sin duda ayuda mucho emocionalmente, pero me gustaría que disponga de mayor variedad de actividades, test, consejos diarios, frases positivas o recuerdos de registros de felicidad y que traiga menos anuncios","The idea is very good and certainly helps a lot emotionally, but I would like you to have a greater variety of activities, tests, daily tips, positive phrases or memories of happiness records and that it brings fewer ads","The idea is very good and it certainly helps a lot emotionally, but I would like you to have a greater variety of activities, tests, daily tips, positive phrases or memories of happiness records and to bring fewer ads."
121,60 Juegos Mentales: Entrenamiento Cerebral Gratis,Preguntas y respuestas,4.0,5000000,Peoresnada.com,14 de junio de 2020,"Excelente app para retos mentales! Totalmente recomendada para todos. Sé que no debo decirlo (o tal vez si), pero me encantó que es la única app para esto, gratis... No hay cargos adicionales!! Eso es de agradecer porque está elaborada a la perfección, tanto en gráficas, como diseño, funcionalidad, etc. Me encanta la variedad de retos que hay. Ojalá sigan agregando con el tiempo, pero aclaro que con este montón que hay ya estoy 100% feliz. Bájenla sin dudarlo. No se arrepentirá nadie.","Excellent app for mental challenges! Totally recommended for everyone. I know I should not say it (or maybe if), but I loved that it is the only app for this, free ... There are no additional charges !! That is appreciated because it is made to perfection, both in graphics, as design, functionality, ... Full opinion","Excellent app for mental challenges! Totally recommended for everyone. I know I should not say it (or maybe if), but I loved that it is the only app for this, free ... There are no additional charges !! That is appreciated because it is elaborated perfectly, both in graphics, as design, functionality, etc. I love the variety of challenges there are. Hopefully they keep adding over time, but I clarify that with this pile there is already 100% happy. Lower it without hesitation. No one will regret it."
122,Cíngulo: Terapia Guiada,Salud y bienestar,4.9,1000000,Cíngulo,17 de junio de 2020,"Hola ,creo que la app es muuuy buena ,con su evaluación me gusto mucho espero que pronto esté su versión en Español muchas gracias","Hi, I think the app is sooo good, with your evaluation I really liked it, I hope its Spanish version will be soon, thank you very much","Hello, I think the app is sooo good, with your evaluation I really liked it, I hope its Spanish version will be soon, thank you very much"
123,Como Ser Feliz,Estilo de vida,4.6,100000,Wilson Castrillon,2 de diciembre de 2018,"Una aplicación MÁGICA. Cada paso está lleno de palabras increíblemente reconfortantes. Esta aplicación me la descargué hace unos meses en el móvil de mi madre cuando estaba pasando un mal momento, y me mejoró muchisimo todo. Algo en mí mejoró. Pero se ve que no estaba del todo preparada para que mi corazón lo reciba bien, y olvidé seguir bien cada paso. Ahora siento que sí lo estoy, voy por el quinto paso y me siento en paz, son de verdad los pasos para ser feliz, y los seguiré. GRACIAS🕊️👏🏻","A MAGIC app. Each step is full of incredibly comforting words. I downloaded this application a few months ago on my mother's mobile when I was having a bad time, and everything improved a lot. Something in me improved. But it is clear that I was not fully prepared for my ... Full opinion","A MAGIC app. Each step is full of incredibly comforting words. I downloaded this application a few months ago on my mother's mobile when I was having a bad time, and everything improved a lot. Something in me improved. But it can be seen that I was not fully prepared for my heart to receive it well, and I forgot to follow each step well. Now I feel that I am, I am going through the fifth step and I feel at peace, they really are the steps to be happy, and I will follow them. THANKS🕊️👏🏻"
124,Ejercicios para el cerebro,Entretenimiento,4.5,100000,ABC Programming,7 de abril de 2020,"Muy buena app...solo que tengo problemas en realizar el sounds, leo los pasos y al momento de jugarlo no ocurre nada de lo que debo de hacer y solo suena los fragmentos de la música...quisiera saber porque ocurre esto, lo demas todo perfecto👍👍","Very good app ... only I have problems making the sounds, I read the steps and when I play it, nothing happens that I should do and only the fragments of the music play ... I would like to know why this happens, what everything is perfect👍👍","Very good app ... only I have problems making the sounds, I read the steps and when I play it, nothing happens that I should do and only the fragments of the music play ... I would like to know why this happens, what everything is perfect👍👍"
125,Fabulous: ¡Motívame!,Salud y bienestar,4.5,5000000,TheFabulous,4 de mayo de 2020,"Es una excelente aplicación, te lleva por pequeños pasos pero seguros, hasta que se convierten en hábitos y forman parte de tu vida, a mí me ha funcionado muy bien. Solo que igual que muchas de las reseñas que hay, la copia de seguridad. A mí me ha pasado que tuve un problema con mi celular y se tenía que resetear, no pude salvar mi avance porque no había pagado para eso, así que me desmotivó el hecho de tener que empezar desde cero. Pero en general es una buena aplicación.","It is an excellent application, it takes you through small but safe steps, until they become habits and become part of your life, it has worked very well for me. Only like many of the reviews out there, the backup. It happened to me that I had a problem with my cell phone and had ... Full opinion","It is an excellent application, it takes you through small but safe steps, until they become habits and become part of your life, it has worked very well for me. Only like many of the reviews out there, the backup. It happened to me that I had a problem with my cell phone and it had to be reset, I could not save my progress because I had not paid for it, so I was discouraged from having to start from scratch. But in general it is a good application."
126,Smylife - Felicidad diaria,Salud y bienestar,4.3,10000,Smylife SAS,23 de noviembre de 2017,Entré a la app con depresión y ahora estoy apunto de saltar de un puente.,I entered the app with depression and now I'm about to jump off a bridge.,I entered the app with depression and now I'm about to jump off a bridge.
127,Salud Savia,Salud y bienestar,4.0,100000,SALUD SAVIA,5 de junio de 2020,Desde que la uso. Por alguna patología. Los profesionales que te atienden son personas que te escuchan y ponen todos sus conocimientos para que mejores y te sientas bien. Además la app es excelente. No puede ser mejor.,Since I use it. For some pathology. The professionals who serve you are people who listen to you and put all their knowledge to make you better and feel good. Also the app is excellent. It can not be better.,Since I use it. For some pathology. The professionals who serve you are people who listen to you and put all their knowledge to make you better and feel good. Also the app is excellent. It can not be better.
128,"Mejor con Salud - Belleza, dieta y bienestar",Salud y bienestar,4.5,100000,Grupo MContigo,13 de junio de 2020,Muy buenos artículos y recomendaciones,Very good articles and recommendations,Very good articles and recommendations
129,Eleva tu Autoestima y Superación Personal,Salud y bienestar,4.7,10000,Recetas Comida Dietas y más Apps gratis ComRecApps,5 de abril de 2020,"Le falta maas 😁pero,Muy buena esta app!!","It lacks maas 😁but, Very good this app !!","It lacks maas 😁but, Very good this app !!"
130,MoodSpace - Ayuda para el estrés y la ansiedad,Medicina,4.7,100000,Boundless Labs,3 de junio de 2020,Me encantó. La estética es preciosa y definitivamente ayuda a entrar en calma. Con un mood tracker o uno de hábitos seria lo más perfecto. Se agradece que lo hayan puesto a la disposición de todo el mundo temporalmente. Definitivamente pagaré suscripción próximamente. Muy recomendado.,I loved. The aesthetic is beautiful and definitely helps to calm you down. With a mood tracker or one of habits it would be the most perfect. It is appreciated that they have made it available to everyone temporarily. I will definitely pay subscription soon. Highly recommended.,I loved. The aesthetic is beautiful and definitely helps to calm you down. With a mood tracker or one of habits it would be the most perfect. It is appreciated that they have made it available to everyone temporarily. I will definitely pay subscription soon. Highly recommended.
131,Ejercicios para mejorar la salud mental,Estilo de vida,1.0,100,summerapps2019,24 de septiembre de 2019,Estupido,Stupid,Stupid
132,Desordenes mentales,Educación,4.5,100000,Andrey Borzenko,12 de febrero de 2019,es muy bueno saber que existe esta App para aprender y apoyar a nuestra niña,It is very good to know that this App exists to learn and support our girl,It is very good to know that this App exists to learn and support our girl
133,Smylife - Felicidad diaria,Salud y bienestar,4.3,10000,Smylife SAS,23 de noviembre de 2017,Me ayuda mucho,It helps me a lot,It helps me a lot
134,"Control y Monitor: Ansiedad, Ánimo y Autoestima",Estilo de vida,4.6,1000000,TwoCats App,22 de mayo de 2020,"Me encanta sus actividades y test que me ayudan a saber que es lo que pasa conmigo, muy buena app!","I love their activities and tests that help me know what is wrong with me, very good app!","I love their activities and tests that help me know what is wrong with me, very good app!"
135,MoodSpace - Ayuda para el estrés y la ansiedad,Medicina,4.7,100000,Boundless Labs,3 de junio de 2020,"Excelente, me permite reflexionar sobre mi día a día y ver lo bueno. Me encantó la iniciativa de que la hicieran gratis debido a la pandemia, en dónde uno ve todo gris. Gracias.","Excellent, it allows me to reflect on my day to day and see the good. I loved the initiative that they did it for free due to the pandemic, where you see everything gray. Thank you.","Excellent, it allows me to reflect on my day to day and see the good. I loved the initiative that they did it for free due to the pandemic, where you see everything gray. Thank you."
136,Serenmind: tu app de ayuda psicológica,Salud y bienestar,4.3,5000,Serenmind,16 de junio de 2020,"Al no disponer de mucho tiempo, la app se acopla muy bien a mi porque puedo hacerlo cuando me viene bien. Además, los audios son sencillos y se entienden bien.","Not having much time, the app fits very well with me because I can do it when it suits me. Also, the audios are simple and well understood.","Not having much time, the app fits very well with me because I can do it when it suits me. Also, the audios are simple and well understood."
137,Pixels - Estados de Ánimo y Mindfulness,Estilo de vida,4.7,500000,Teo Vogel,8 de junio de 2020,Me gusta pero podría mejorar la forma de utilizarse agregar más cosas a los días,I like it but it could improve the way it is used to add more things to the days,I like it but it could improve the way it is used.
138,60 Juegos Mentales: Entrenamiento Cerebral Gratis,Preguntas y respuestas,4.0,5000000,Peoresnada.com,14 de junio de 2020,La app está muy buena y es divertida. Además siempre responden las reseñas ( tanto negativas como positivas ) así que si tienen un problema los ayudarán y si dicen algo bueno se los van a agradecer 😎😎,"The app is very good and it's fun. In addition, the reviews (both negative and positive) always respond so if they have a problem they will help them and if they say something good they will thank them 😎😎","The app is very good and it's fun. In addition, the reviews (both negative and positive) always respond so if they have a problem they will help them and if they say something good they will thank them 😎😎"
139,MoodSpace - Ayuda para el estrés y la ansiedad,Medicina,4.7,100000,Boundless Labs,3 de junio de 2020,"Excelente aplicación, me ha ayudado a ser más constante con aspectos de mi salud mental. Y en diseño es preciosa. La he recomendado a varias personas y les ha encantado. Espero pronto puedan añadir más meditaciones, estaría genial.","Excellent application, it has helped me to be more consistent with aspects of my mental health. And in design it is beautiful. I have recommended it to several people and they loved it. I hope you can add more meditations soon, it would be great.","Excellent application, it has helped me to be more consistent with aspects of my mental health. And in design it is beautiful. I have recommended it to several people and they loved it. I hope you can add more meditations soon, it would be great."
140,desordenes mentales,Libros y obras de consulta,4.3,100000,Helpful Books,17 de septiembre de 2018,"Me gustó bastante, más que nada porque los tengo en un solo sitio","I really liked it, more than anything because I have them in one place","I really liked it, more than anything because I have them in one place"
141,La Mente es Maravillosa - Psicología y relaciones,Noticias y revistas,4.8,100000,Grupo MContigo,13 de junio de 2020,"Me gusta mucho su contenido, clasificado por temáticas. Además incluye un buscador y la posiblidad de compartir los artículos. Pero el registro como usuario no tiene utilidad, no existe nuestro perfil propiamente dicho donde podamos personalizar preferencias, ni artículos favoritos, por ejemplo. Artículos buenos pero inútil tener el registro de usuario.","I really like its content, classified by theme. It also includes a search engine and the possibility of sharing articles. But registering as a user is useless, there is no profile of our own where we can customize preferences, or favorite articles, for example. Art ... Full opinion","I really like its content, classified by theme. It also includes a search engine and the possibility of sharing articles. But registering as a user is useless, there is no profile of our own where we can customize preferences, or favorite articles, for example. Good articles but useless to have the user registration."
142,La Mente es Maravillosa - Psicología y relaciones,Noticias y revistas,4.8,100000,Grupo MContigo,13 de junio de 2020,"Tiene articulos interesantes aunque ya no te envian notificaciones como antes, :/ extraño eso.","It has interesting articles although they no longer send you notifications as before,: / I miss that.","It has interesting articles although they no longer send you notifications as before,: / I miss that."
143,Salud Savia,Salud y bienestar,4.0,100000,SALUD SAVIA,5 de junio de 2020,Muy buena aplicación aveces si tengo dudas de alguna molestia de salud o de mis hijos lo consulto en la aplicación ya que te responde médicos profesionales i si hay falta de ir a mí CAP también me lo dicen más de una vez me sacaron de dudas me encanta .,"Very good application sometimes if I have doubts about any health or my children's discomfort, I consult it in the application since it is answered by professional doctors. .","Very good application sometimes if I have doubts about any health or my children's discomfort, I consult it in the application since it is answered by professional doctors. ."
144,Salud Mental by com.mexiz.app,Salud y bienestar,4.6,1000,com.mexiz.app,9 de octubre de 2017,"Eh buscado en muchas paginas pero esta es buena aunque no para mi, como todas la paginas no me ayudan, soy una de esas personas que con solo que te escriban ""Tu puedes hacerlo, no te rindas, tente fe"" todo eso me resvala no se lo que me pasa no puedo tomarmelo en serio y yo quiero. Estoy mucho tiempo esncerrada , no salgo, no se hacer nada,no tengo animo, gereralmente siempre es NO. Creo que me converti en negativa en todo por mi papá siempre intento evitar una conversacion para terminar en discucion que asi fue toda la vida son problemas de padre e hija que eso me afecto en todo hasta con mis compañeros. Quiero consejos , respurstas a mi problema.","I have searched many pages but this is good but not for me, as all the pages do not help me, I am one of those people who just write to you ""You can do it, don't give up, have faith"" I know what happens to me, I can't take it seriously and I want to. I'm very much ... Full opinion","I have searched many pages but this is good but not for me, as all the pages do not help me, I am one of those people who just write to you ""You can do it, don't give up, have faith"" I know what happens to me, I can't take it seriously and I want to. I am locked up for a long time, I do not go out, I do not know how to do anything, I do not have the spirit, generally it is always NO. I think that I became negative in everything because of my dad. I always try to avoid a conversation to end up in a discussion that was the way of life. They are father and daughter problems that affected me even with my colleagues. I want advice, you answer my problem."
145,Como Ser Feliz,Estilo de vida,4.6,100000,Wilson Castrillon,2 de diciembre de 2018,"Pues me gusto mucho pero cumple lo que promete,si me animo y gracias por eso,le di 5 estrellas,aun asi la desinstale Porque no tengo espacio,pero no te debe de molestar cuantas descargas tenga ya que dijiste que el proposito era hacer felices a las personas.graciad de verdad ❤❤","Well, I liked it a lot but it fulfills what it promises, if I feel encouraged and thanks for that, I gave it 5 stars, even so I uninstalled it Because I have no space, but it should not bother you how many downloads it has since you said that the purpose was to make you happy to people.grace truly ❤❤","Well, I liked it a lot but it fulfills what it promises, if I am encouraged and thanks for that, I gave it 5 stars, even so I uninstalled it Because I do not have space, but it should not bother you how many downloads it has since you said that the purpose was to make you happy to people.grace truly ❤❤"
146,PSY online terapia psicologia. Сhat apoyo anónimo.,Salud y bienestar,4.3,500000,INVOLTA INC,16 de junio de 2020,"muchas gracias por esta aplicación,en mu canal de youtube eh subido un video de esta app,así,mucha gente podrá recuperarse de este problema,GRACIAS.","Thank you very much for this application, on my YouTube channel I have uploaded a video of this app, so many people will be able to recover from this problem, THANK YOU.","Thank you very much for this application, on my YouTube channel I have uploaded a video of this app, so many people will be able to recover from this problem, THANK YOU."
147,"Música para la meditación, para estrés y ansiedad",Salud y bienestar,4.7,100000,Dream_Studio,28 de marzo de 2020,"Me encantó hace rato estába buscando una app así, muy bueno los efectos de sonidos que se pueden cambiar. Exelente!","I loved it a while ago I was looking for an app like that, very good the sound effects that can be changed. Excellent!","I loved it a while ago I was looking for an app like that, very good sound effects that can be changed. Excellent!"
148,60 Juegos Mentales: Entrenamiento Cerebral Gratis,Preguntas y respuestas,4.0,5000000,Peoresnada.com,14 de junio de 2020,"Gracias a la adaptacion que me pasasteis ya puedo jugar correctamente pero en algunos ejercicios como el mental #4 en dificultad genio se bloquean hasta llegar a determinada puntuacion. Por ejemplo: no puedo puntuar mas de 5, no acepta la respuesta seleccionada. Este error suele ocurrir en algunos ejercicios cuando se alcanzan parametros de dificicultad bastante elevados. Por lo demas es una app muy util para entrenar psicotecnicos en cualquier nivel de dificultad de forma rápida.","Thanks to the adaptation you gave me, I can now play correctly but in some exercises such as mental # 4 in genius difficulty, they are blocked until reaching a certain score. For example: I cannot score more than 5, it does not accept the selected answer. This error usually occurs in some ... Full opinion","Thanks to the adaptation you gave me, I can now play correctly but in some exercises such as mental # 4 in genius difficulty, they are blocked until reaching a certain score. For example: I cannot score more than 5, it does not accept the selected answer. This error usually occurs in some exercises when quite high difficulty parameters are reached. Otherwise it is a very useful app to train psychotechnicians at any level of difficulty quickly."
149,Psicologia de la Depresión,Salud y bienestar,4.7,100000,Nice-Apps,30 de marzo de 2020,"No lo he acabado de leer todo pero por lo que he visto tiene demasiada información y la verdad es muy útil, solo hay que saber manejarla bien.","I have not finished reading everything but from what I have seen it has too much information and the truth is very useful, you just have to know how to handle it well.","I have not finished reading everything but from what I have seen it has too much information and the truth is very useful, you just have to know how to handle it well."
150,Psicología Positiva Fácil,Salud y bienestar,4.1,50000,3Temes Publishers,29 de diciembre de 2014,"Es un tratado de psicologia, muy bueno y facil de leer. Un tratado muy valioso, lo recomiendo","It is a treatise on psychology, very good and easy to read. A very valuable treatise, I recommend it","It is a treatise on psychology, very good and easy to read. A very valuable treatise, I recommend it"
151,"Autoestima, el verdadero amor",Estilo de vida,4.2,100000,Metta Apps,29 de abril de 2020,Es una muy buena aplicación. Ya tiene tiempo que la use pero la vuelvo a descargar porque los audios me relajan demasiado y hasta me ayudan a dormir jaja ¡ Excelente!,It is a very good application. You have used it for a long time but I download it again because the audios relax me too much and even help me sleep haha ​​Excellent!,It is a very good application. I already have time to use it but I download it again because the audios relax me too much and even help me sleep haha ​​Excellent!
152,desordenes mentales,Libros y obras de consulta,4.3,100000,Helpful Books,17 de septiembre de 2018,No le pongo 5 porque debería de haber opciones para quitar esos molestos anuncios porque está bien una versión gratuita con anuncios y otra con pago módico sin anuncios porque es muy invasivo eso y desconcentra demasiado.,I do not put 5 because there should be options to remove those annoying ads because a free version with ads and another with a modest payment without ads is fine because it is very invasive and it is too deconcentrated.,I do not put 5 because there should be options to remove those annoying ads because a free version with ads and another with a modest payment without ads is fine because it is very invasive and it is too deconcentrated.
153,Desordenes mentales,Educación,4.5,100000,Andrey Borzenko,12 de febrero de 2019,Me encanta esta app! Algunos de los transtornos que tienes que ver con ser antisocial y eso los tengo yo 😫. La app es muy informativa 👍👍👍,I love this app! Some of the disorders you have to do with being antisocial and that's what I have 😫. The app is very informative 👍👍👍,I love this app! Some of the disorders you have to do with being antisocial and that's what I have 😫. The app is very informative 👍👍👍
154,AtentaMente - Meditación y Felicidad,Salud y bienestar,4.4,10000,AtentaMente,29 de mayo de 2020,"No recomiendo ampliamente está aplicación para principiantes, creo que es muy difícil distraerse durante las sesiones debido a la voz del guía y a qué no hay alguna música de fondo para facilitar el proceso. Además, durante algunas sesiones la manera de guiar es haciendo preguntas que no te permiten dejar descansar la mente. La estructura de la app, el orden de las sesiones, estados de ánimo, notas, etc es bastante bueno y la aplicación en sí es amigable y es un plus que este en español.","I do not highly recommend this app for beginners, I think it is very difficult to be distracted during the sessions due to the voice of the guide and why there is no background music to facilitate the process. In addition, during some sessions the way to guide is by asking questions that do not allow you ... Full opinion","I do not highly recommend this app for beginners, I think it is very difficult to get distracted during the sessions due to the voice of the guide and why there is no background music to facilitate the process. Also, during some sessions the way to guide is by asking questions that do not allow you to rest your mind. The structure of the app, the order of the sessions, moods, notes, etc. is quite good and the application itself is friendly and it is a plus that it is in Spanish."
155,Inteligencia emocional gratis,Salud y bienestar,4.4,10000,"Bible Studies, Embarazo y Dietas Free Libres",12 de mayo de 2020,Encuentro en falta ejercicios y técnicas de inteligencia emocional,I find missing emotional intelligence exercises and techniques,I find missing emotional intelligence exercises and techniques
156,Calm: Meditación y Sueño,Salud y bienestar,4.4,10000000,"Calm.com, Inc.",11 de junio de 2020,"La uso más que nada para hacer el ejercicio de respiración. Me ayuda xq mientras me dice cuando inhalar, reter y exhalar, de fondo pone música tranquila. Las demás opciones casi ni las uso. Muchas veces nos olvidamos de lo importante que es darse un ratito para uno, y esto te lo hace recordar.. Está buena dentro de todo... :)","I use it more than anything to do the breathing exercise. Xq helps me while he tells me when to inhale, breathe and exhale, in the background he plays calm music. I hardly use the other options. Many times we forget how important it is to take a little time for yourself, and this makes you remember .. It is ... Full opinion","I use it more than anything to do the breathing exercise. Xq helps me while he tells me when to inhale, breathe and exhale, in the background he plays calm music. I hardly use the other options. Many times we forget how important it is to take a little time for yourself, and this makes you remember .. It is good in everything ... :)"
157,"Isotonos - Relajación, Meditación, Salud",Salud y bienestar,4.5,100000,ronin2ninja,24 de diciembre de 2019,"Es sencilla y su catálogo es muy útil, me ayuda cada noche a conciliar el sueño. Después de pasar por un pereodo de abstinencia por el uso de medicamentos para la ansiedad está app ayuda a equilibrar las emociones de mi cuerpo y a dormir tranquilo, simplemente genial, estoy infinitamente agradecido con los creadores.","It is simple and its catalog is very useful, it helps me fall asleep every night. After going through a period of withdrawal from the use of anxiety medication, this app helps to balance the emotions of my body and to sleep peacefully, just great, I am infinitely grateful ... Full opinion","It is simple and its catalog is very useful, it helps me fall asleep every night. After going through a period of withdrawal from the use of anxiety medication, this app helps to balance the emotions of my body and to sleep peacefully, just great, I am infinitely grateful to the creators."
158,Psicología Positiva Fácil,Salud y bienestar,4.1,50000,3Temes Publishers,29 de diciembre de 2014,"Me encantó.  Le podrian agregar mas tests?  Muchas gracias su aplicacion me ayuda con mi vida,  estoy pasando por momentos duros en verdad y esto me ayuda y me saca muchas dudas,  tambien me ayuda a conocerme mejor a mi mismo.  Les agradezco de corazon.  De corazon GRACIAS!!!","I loved. Could you add more tests? Thank you very much your application helps me with my life, I am going through hard times indeed and this helps me and raises many doubts, it also helps me to know myself better. I thank you from the bottom of my heart. From heart thank you!!!","I loved. Could you add more tests? Thank you very much your application helps me with my life, I am going through hard times indeed and this helps me and raises many doubts, it also helps me to know myself better. I thank you from the bottom of my heart. From heart thank you!!!"
159,"Autoestima, el verdadero amor",Estilo de vida,4.2,100000,Metta Apps,29 de abril de 2020,Es muy bonita solo q no me aparesen todas las letras creeo q solo es un defecto de mi cel ...,It is very beautiful only that not all the letters appear to me I think that it is only a defect of my cel ...,It is very beautiful only that not all the letters appear to me I think that it is only a defect of my cel ...
160,PsicoTests,Medicina,4.6,1000000,Psique Apps,24 de febrero de 2020,"Es interesante ,te ayuda en tus dudas ,aprendes cosas que no sabías y por eso le doy cinco estrellas realmente buena y recomendable .El único inconveniente es los anuncios tal vez algo seguidos ,aunque es gratis y hay que comprender eso ,por lo demás fenomenal de 10","It is interesting, it helps you in your doubts, you learn things that you did not know and that is why I give it five stars really good and recommended. from 10","It is interesting, it helps you in your doubts, you learn things you did not know and that is why I give it five stars really good and recommended. from 10"
