App,Developer,Type,Rates,Downloads+,Last_reviews
"Sparkle: Self-Care Checklist, Tracker & Journal",SmartWOD fitness apps,Salud y bienestar,4.6,10000,"La aplicación me a encantado, funciona a la perfección y me ha ayudado"
60 Juegos Mentales: Entrenamiento Cerebral Gratis,Peoresnada.com,Preguntas y respuestas,4.0,5000000,Me encanto! Es muy divertida y además es muy buena para la mente... Me gusta la estética y los jueguitos ... 😁
"Mental Doctor,salud mental,Estrés,Sueño profundo",멘탈닥터,Salud y bienestar,4.5,10000,muy detallada información exelente
Diario - Monitor de ánimo,Habitics,Estilo de vida,4.6,10000000,"Llevo más de 2 años usando esta app, me gusta mucho, pero justo cuando finalmente ahorré el dinero suficiente para una compra única, empiezan a cobrar una suscripción mensual DEMASIADO CARA. Por favor pongan ofertas de compra única, les aseguro que lo pagaría si es un precio razonable, pero su suscr...Opinión completa"
Diario de animo y preguntas (anti depresión),Reflexio Team,Estilo de vida,4.3,500000,"Excelente App 👍, me encanta 👌 , la recomiendo al 100 % , las preguntas , las nubes de palabras de cada mes, y (sobretodo las estadísticas de cada mes ) , el diario igual 🤩 , y también los temas , increíbles 🙂"
Medita con Petit BamBou: mindfulness y sueño,FeelVeryBien sarl,Salud y bienestar,4.7,1000000,Me encantó la aplicación. Y me encanta que sea guiada y a si te ayuda a respirar correctamente y a pensar en cosas que te pueden hacer más amena la seción. Y aparte te manda correos con instrucciónes para la meditación. Solo lo que no me gusto mucho fue que si tiene una amplia variedad de sesiones. ...Opinión completa
Salud Mental by com.mexiz.app,com.mexiz.app,Salud y bienestar,4.6,1000,Me encanto gracias
"Psicólogos Online, Diario emocional y Mindfulness",ifeel,Salud y bienestar,4.4,100000,"Muy buena ayuda profesional. Excelente atención. Descargué esta aplicación sin tener mucha idea. Necesitaba ayuda y no sabía adonde dirigirme. Hay muchas clases de psicólogos. Aquí me entrevistaron inmediatamente online, rellené un cuestionario y la psicóloga que me ayuda es estupenda. Por chat escr...Opinión completa"
Calm: Meditación y Sueño,"Calm.com, Inc.",Salud y bienestar,4.4,10000000,Me encanta!! Felicitaciones al equipo desarrollador. Quisiera informar que tengo 2 dificultades con el tema de los recordatorios: 1. No llegan los recordatorios. las configuraciones de mi Cel están bien. Valide con otras apps. 2. Al cambiar la hora del recordatorio de la mañana se cambian todas las ...Opinión completa
Diario - Monitor de ánimo,Habitics,Estilo de vida,4.6,10000000,"Una excelente app para llevar un registro de las emociones, ideal para los que trabajan en su inteligencia emocional. Sin embargo, me gustaría contar con un widget, ya que así podría llevar el registro y estar pendiente de él"
PSY online terapia psicologia. Сhat apoyo anónimo.,INVOLTA INC,Salud y bienestar,4.4,500000,Es buena app y todo pero la verdad no me agrada que hay usuarios que solo preguntan tonterías pero en fin la verdad es buenísima app sirve de mucho si tienes alguna duda y quieres saberlo rápido. Buen trabajo empresa que no conozco. 😊😎
Mental Health Tests,"Mind Diagnostics, Inc.",Medicina,4,100000,Buena
PsicoTests,Psique Apps,Medicina,4.6,1000000,"Esta muy buena la app... la verdad es muy importante contar con algunas explicaciones, muchas veces las personas no tienen los recursos para acudir a un profesional o el tipo de trastorno hace que se encierren en la negación, pero con esta aplicación podemos fácilmente reconocer y /o afirmar algunos...Opinión completa"
PsicoTests,Psique Apps,Medicina,4.6,1000000,"Es una muy buena aplicación, aunque para la mayoría de los trastornos son los mismos consejos, son nuevos consejos. Me ayudó a descifrar mis trastornos o mejor dicho a asegurarlos, lo malo es que son varios y me gustaría que me ayudaran mas sus consejos, que fueran mas específicos como para comenzar...Opinión completa"
Ejercicios para el cerebro,ABC Programming,Entretenimiento,4.4,100000,"Todos los juegos están bien desarrollados. Sólo tengo dificultad con Pasatiempo, no puedo cumplir la consigna: arrastro las imágenes para ubicarlas, pero vuelven al lugar original. Evidentemente, debo estar haciendo algo mal, pero no me doy cuenta de qué es."
Moodpath - Depression & Anxiety Test,MindDoc Health,Medicina,4.6,1000000,"Buena app, puedo mantener un registro de mis emociones, actividades y mas sobre mi dia a dia. El unico problema es que esta en Ingles, y aunque mi ingles igual es bastante bueno, igual necesito que este en Español"
Diario de animo y preguntas (anti depresión),Reflexio Team,Estilo de vida,4.3,500000,"Esta aplicacion es excelente, incluso en su version gratuita, solo con no tener anuncios ya vale la pena, apenas la he probado y ya he comprado la version Premium, no entiendo como se queja la gente de que no sea gratis cuando ronda los 3€ y es un pago único. Encantada de colaborar para que podais s...Opinión completa"
Test de Depresión,MoodTools,Medicina,3.8,100000,Es exelente 🙂 Ame esta app es muy sincera . No ocupo mucho espacio en mi celular y además después de realizar el test te recomienda sitios para mejorar la deprecion
El Psicólogo,Frenys,Estilo de vida,4.3,500000,"Esta re buena.., pero arreglen lo de iniciar sesión.... Gracias!"
"Psicólogos Online, Diario emocional y Mindfulness",ifeel,Salud y bienestar,4.4,100000,"No entiendo porque cuando ya tienen el dinero la app me pone fallos para volver a entrar no quiero pensar mal , pero espero una respuesta del correo que ponen para ello. Y no me deja volver a deskargarlaa. Denuncia asegurada si no logro volver a entrar."
Pura Mente: Meditar es simple,Pura Mente,Salud y bienestar,4.8,50000,Quedé sorprendida. Es fácil. Y el tiempo de la meditación de 10 min paso rapidísimo cuando quise acordar ya estaba terminando. Me ayudó y lo recomiendo ... La solución está en nosotros. Y la verdad que enseña q la meditación es una herramienta para nuestro estilo de vida. No es religioso ni dogmatic...Opinión completa
TCC Diario de Pensamiento,MoodTools,Salud y bienestar,4.6,100000,"Util para llevar un auto registro, me saltan notificaciones y asi no lo dejo pasar"
Test de Depresión,MoodTools,Medicina,3.8,100000,"Wow aparte que yo y mi vida sea una basura, la aplicación también me dice que tengo depresion, pero porque no me estoy preocupando ni siento que quisiera arreglarlo"
MoodSpace - Ayuda para el estrés y la ansiedad,Boundless Labs,Medicina,4.8,100000,Me gusta mucho la estética de la app y las metodologías que emplea. Me gustaría que tal vez le pusieran una opción de poner contraseña a la hora de entrar a la app ya que puede quedar fácil para que otra persona entre y lea lo contenido allí. En general es muy buena.
60 Juegos Mentales: Entrenamiento Cerebral Gratis,Peoresnada.com,Preguntas y respuestas,4.0,5000000,"Gracias a la adaptacion que me pasasteis ya puedo jugar correctamente pero en algunos ejercicios como el mental #4 en dificultad genio se bloquean hasta llegar a determinada puntuacion. Por ejemplo: no puedo puntuar mas de 5, no acepta la respuesta seleccionada. Este error suele ocurrir en algunos e...Opinión completa"
Ejercicios para el cerebro,ABC Programming,Entretenimiento,4.4,100000,"Deberian poner un puntaje y una calificación mejor sin gráficos, algo mas claro para personas adultas, como yo. Sería buenísimo, asi poder usarlo como terapias en grupo. Gracias!!!"
Salud Mental by Charnan.7,Charnan.7,Salud y bienestar,4.6,50000,esta app debería estar en todos los celulares de los chilenos... le falta material didáctico pero excelente contenido.
Mental Health Tests,"Mind Diagnostics, Inc.",Medicina,4,100000,No se cual es el propósito de esto. Su nombre dice diagnosis (diagnóstico) pero esto es imposible sin atención de un profesional. También me parece que deberían dar más herramientas y menos preguntas.
Pixels - Estados de Ánimo y Mindfulness,Teo Vogel,Estilo de vida,4.7,500000,"Esta muy bien para tener un diario emocional que te ayuda a ver como respondes al mundo y como te sientes, encima ayuda a recordar cosas ^^"
Medita con Petit BamBou: mindfulness y sueño,FeelVeryBien sarl,Salud y bienestar,4.7,1000000,"Increíble aplicación. Tiene un montón de herramientas tanto para la meditación guiada como para la meditación libre, sonidos y ayudas para ejercicios de respiración. Me encanta!! Además sin tener el modo premium tienes acceso a todas estas herramientas, pero con el premium tienes aun muchas más posi...Opinión completa"
Pura Mente: Meditar es simple,Pura Mente,Salud y bienestar,4.8,50000,"La guía para introducirte a meditar es muy buena. Sin forzar, simple, práctica, música de fondo, la voz de la instructora realmente te induce a la meditación. Muchas gracias, me siento más tranquila desde esta primera sesión"
Pixels - Estados de Ánimo y Mindfulness,Teo Vogel,Estilo de vida,4.7,500000,"Me encanta esta app, me ayuda a darle seguimiento a mis emociones y me motiva a tener mejores días. Felicidades por esta app."
Mental Health Tests,"Mind Diagnostics, Inc.",Medicina,4,100000,Tests are very poorly designed
PSY online terapia psicologia. Сhat apoyo anónimo.,INVOLTA INC,Salud y bienestar,4.4,500000,"Me encanto la app, le doy 3 estrellas porque, de la nada me apareció que tengo un error de conexión, siendo que mi net esta bien y no tengo problemas de conectividad en otras apps.... subiré las estrellas si me ayudan por favor...... Ahi subi a las 5 estrellas .... gracias por la ayuda"
"Sanvello para el estrés, la ansiedad, la depresión",Sanvello Health Inc.,Medicina,4.6,1000000,"No puedo responder las preguntas que la app me hace y varias herramientas no ne deja usarlas, la app no funciona correctamente, cada vez que intento usar una herramienta no me deja por mas que le pique y tengo que salir y volver a entrar."
"InnerHour autoayuda y terapia: ansiedad, depresión",InnerHour,Salud y bienestar,4.4,500000,"Muy buena app, se nota que se ha hecho con mucha dedicación. Es simple y cálida, lo que te incentiva a seguir usándola. Me encanta especialmente los artículos informativos. Me gustaría poder ingresar mí estado de ánimo en diferentes partes del día (mañana, tarde, noche) ya que suele variar bastante....Opinión completa"
PSY online terapia psicologia. Сhat apoyo anónimo.,INVOLTA INC,Salud y bienestar,4.4,500000,Es una lástima que ya no funcione bien la app porque es una buena idea. Los mensajes tardan mucho en llegar y tampoco se envian. Ya desinstale e instale la app tres veces y no se soluciona.
Meditación Guiada Gratis,AbacaxiApps,Salud y bienestar,4.3,50000,Muy buena la verdad lo malo es que las meditaciones normales son muy largas por lo demas muy buena 10 de 10
Ejercicios para el cerebro,ABC Programming,Entretenimiento,4.4,100000,"Muy buena app...solo que tengo problemas en realizar el sounds, leo los pasos y al momento de jugarlo no ocurre nada de lo que debo de hacer y solo suena los fragmentos de la música...quisiera saber porque ocurre esto, lo demas todo perfecto👍👍"
Meditación Guiada Gratis,AbacaxiApps,Salud y bienestar,4.3,50000,"Simple, no se puede utilizar, no puedo acceder a ninguna de las funciones de la aplicación. No he podido escuchar ninguna de las opciones."
eQuoo: Emotional Fitness Game,PsycApps Ltd. (UK),Salud y bienestar,4.6,50000,"Muy entretenido, y te ayuda a resolver problemas a través de los distintos tipos de inteligencia que cada uno de nosotros posee"
Pura Mente: Meditar es simple,Pura Mente,Salud y bienestar,4.8,50000,"Me encanta! Antes pensaba que meditar era aburrido y fastidioso, pero gracias a esta App estoy muy enganchada con la meditación, llevo el 3er día consecutivo y la he usado hasta para dormir! La voz y la música de fondo son muy relajantes! Me encanta!"
Salud Mental by Charnan.7,Charnan.7,Salud y bienestar,4.6,50000,hermosa app. noble precisa y real. sentí que me estaban ayudando. y que los consejos eran para mi. gracias de todo corazón. 💓
eQuoo: Emotional Fitness Game,PsycApps Ltd. (UK),Salud y bienestar,4.6,50000,"Muy buena app, sobresaliente. Solo la mejoraria que estuviera en español"
PSY online terapia psicologia. Сhat apoyo anónimo.,INVOLTA INC,Salud y bienestar,4.4,500000,"La aplicacion y la comunidad en lineas generales esta bien , solo que debes estar preparado para ver y recibir cualquier tipo de comentarios tanto positivos como gente ociosa que solo quiere molestar."
TCC Diario de Pensamiento,MoodTools,Salud y bienestar,4.6,100000,"Excelente! Me permite actuar como observador de mis actos, emociones y desde un lugar diferente poder entender y aplicar lo que se en teoría y que en los momento de ensimismamiento no puedo ver con claridad. Digamos que es la frutilla del postre ya que me permite llevar a la práctica lo que aprendí ...Opinión completa"
El Psicólogo,Frenys,Estilo de vida,4.3,500000,Es La Mejor Aplicación Psicólogo Ayuda Muchisimo Es Total Mente Genila Me Encanta Ayuda A Que Reflexionemos
Test de Depresión,MoodTools,Medicina,3.8,100000,ya no funcionan ninguno de los links o numero de telefono
Meditación Guiada Gratis,AbacaxiApps,Salud y bienestar,4.3,50000,"Excelente app, los sonidos, las voces son maravillosas, te llevan a una relajación total... Vale la pena descargarla y compartirla. Gracias por realizar una selección minuciosa de todos los aspectos de la App"
Diario de animo y preguntas (anti depresión),Reflexio Team,Estilo de vida,4.3,500000,"La instalé hace apenas 4 días y de veras, me encanta!. Siento como si tomara una gran cantidad de oxígeno cada que ingreso a la App a diario. Es como un pequeño refugio de tranquilidad, de paz, en el que de un modo muy sencillo puedo ser simplemente yo misma. Estaba buscando sugerencias de aplicacio...Opinión completa"
Moodpath - Depression & Anxiety Test,MindDoc Health,Medicina,4.6,1000000,"Me gusta mucho la aplicación siento que ayuda bastante y también me gusta las lecturas que te va dando a medida que vas ingresando como te sientes día con día, es un poco mal que no esté en español pero es una exelente aplicación que deberás sirve para llevar un registro de las emociones"
Calm: Meditación y Sueño,"Calm.com, Inc.",Salud y bienestar,4.4,10000000,"Pague una suscripción en abril, y ahora no puedo entrar en ningún lazo porque me pide que me vuelva a suscribir, entro para suscribirme y me dice que hubo un error,que ya estoy suscripta, pero tengo todo bloqueado, no me di de baja en ningún momento, ni tampoco se me devolvió el dinero, por favor qu...Opinión completa"
Medita con Petit BamBou: mindfulness y sueño,FeelVeryBien sarl,Salud y bienestar,4.7,1000000,"Esta aplicación tiene un montón de herramientas muy útiles, tanto para los novatos como para los que llevan un tiempo meditando: un calendario para llevar un control de las sesiones, temporizadores, avisos, músicas muy relajantes, guías con voces que transmiten serenidad, pequeñas historias para pro...Opinión completa"
MoodSpace - Ayuda para el estrés y la ansiedad,Boundless Labs,Medicina,4.8,100000,"Es mi primera vez probandola y me está gustando bastante, leí en algunas reseñas y por la misma aplicación que es gratis sólo por un tiempo limitado, me gustaría que no fuera así pero eso es imposible creo :(, después de eso todo bien con la app uwu."
"Sparkle: Self-Care Checklist, Tracker & Journal",SmartWOD fitness apps,Salud y bienestar,4.6,10000,"Me encanta, pero tengo un pequeño problema, es que esta todo en inglés. Alguien sabe como cambiarlo? Gracias"
PD Test - Prueba de Trastornos de la Personalidad,People ‘n Droid,Salud y bienestar,4.1,50000,"Emocionada fui a realizar el test luego de descargar la aplicación,pero nada se congela y no me permite hacer nada...que desalentador 😒 .."
Desordenes mentales,Andrey Borzenko,Educación,4.5,100000,Me encanta esta app! Algunos de los transtornos que tienes que ver con ser antisocial y eso los tengo yo 😫. La app es muy informativa 👍👍👍
Calm: Meditación y Sueño,"Calm.com, Inc.",Salud y bienestar,4.4,10000000,"Amo esta aplicación, me encanta. Pagué la suscripción anual y nunca pago por aplicaciones. Y ha valido la pena totalmente!!! Me gustan las temáticas y las voces de las meditaciones y amé lo más nuevo, música de Kigo, me encanta Kigo 😂. Muchas gracias 😊."
Pixels - Estados de Ánimo y Mindfulness,Teo Vogel,Estilo de vida,4.7,500000,es perfecta pero le falta la opción de poder guardar otros años en la nube o algo así :( estuve todo 2019 usando la app y en diciembre perdí mi celular. cuando descargue la app en mi teléfono nuevo habia perdido todo :((
Desordenes mentales,Andrey Borzenko,Educación,4.5,100000,"Es buena la información aunque si claro falta, lo que me intriga es que neta la info es de Wikipedia???? Wikipedia no es muy fiable, no es muy segura la información,. Sería mucho mejor que la fuente de información sean de investigaciónes, eso sería excelente"
Mental Health Tests,"Mind Diagnostics, Inc.",Medicina,4,100000,"Debería ser para todos ,sin importar la edad"
PD Test - Prueba de Trastornos de la Personalidad,People ‘n Droid,Salud y bienestar,4.1,50000,Buenas tardesy me disculpa pero no puedo estar de acuerdo con el resultado ya que hice dos test y dieron el mismo diagnostico y era difente totalmente las respuestas del test.
"Mejor con Salud - Belleza, dieta y bienestar",Grupo MContigo,Salud y bienestar,4.5,100000,Muy buenos consejos y excelentes artículos
"Mejor con Salud - Belleza, dieta y bienestar",Grupo MContigo,Salud y bienestar,4.5,100000,"Excelente APP, es muy ilustrativa, eficiente, integra buena app"
Test de Autoestima,Entretenimiento y curiosidades,Entretenimiento,2.0,1000,"Solo puedes entrar al primer cuestionario, no te deja avanzar a otro"
Aumentar Autoestima,NanchosApps,Estilo de vida,3.5,5000,Me gustó
Frases de Autoestima,KhoniaDev,Estilo de vida,4.3,10000,"hermosas frases todas divinas,las recomiendo100%gracias por creearlas,sigan asi.."
"D. Psique: Hábitos, Auto-conocimiento",Agência Cria,Estilo de vida,3.2,100000,"Es molesto escuchar ""Te doy 15 pesos por la leche , 17 pesos por el pan ... Todo el tiempo "
"D. Psique: Hábitos, Auto-conocimiento",Agência Cria,Estilo de vida,3.2,100000,Muchos anuncios. No traducido al 100% y la mayoría de cosas son de pago... Esperaba más pero alguna cosilla tiene..
"Frases de vida y autoestima, reflexiones hermosas",Appsamimanera,Entretenimiento,3.8,5000,seria que bueno que no se repita las mismas imagenes
Frases de Vida y Autoestima,JekApps Inc.,Personalización,4.6,10000,En estos tiempos tan convulsos es muy bueno leer e interpretar estas frases Muy buena esta app
I am – Afirmaciones diarias,Monkey Taps,Estilo de vida,4.8,100000,"Es el APP que buscaba, me parece genial solo le falta una cosa, el sonido de las notificaciones cuando sale un msj, lo ideal para mi seria que suene como un msj y... Pum! Es una afirmación súper genial! Podrían considerarlo y ya luego cada uno que lo personalice si desea o no el sonido 😉"
Cómo Mejorar tu Autoestima,Carina Guevara,Educación,4.0,5000,No me gustooo
Psicologia de la Depresión,Nice-Apps,Salud y bienestar,4.7,100000,"Genial, muy educativa y explicada en una terminología sencilla."
Como mejorar tu autoestima,Free !!,Estilo de vida,4.0,50000,Principal mente tengo problemas con la autoestima 😔 cualquier cosa que no me agrada me hace sentir deprimida sin ánimos de nada
Frases de Vida y Autoestima,JekApps Inc.,Personalización,4.6,10000,excelente y buena pagina.
Frases de Motivación para mejorar el Autoestima,Aplicaciones de Amor,Estilo de vida,4.1,10000,Se ve que muy buena pero no se porque no habré los audios y las imágenes me tardan mucho y no salen completa no se que hacer
Test de Autoestima Sexual,Entretenimiento y curiosidades,Salud y bienestar,2.2,1000,Es entretenido :v
I am – Afirmaciones diarias,Monkey Taps,Estilo de vida,4.8,100000,"¡Una de las mejores aplicaciones que he probado! LITERAL, ME ENCANTA. Si pudiera darle más estrellas se las daría, sin más que decir, los dejo que descarguen la app... nwn"
"Frases de vida y autoestima, reflexiones hermosas",Appsamimanera,Entretenimiento,3.8,5000,No cambian las frases del día
Amandote a Ti Mismo y a otros,ImagenParaWeb,Estilo de vida,4.6,100000,"sigo pensando que nuestras en nuestras vidas el mejor manual de la vida , es la bendita Torah kadosh..ahí está nuestro andar diario, pero debo ser honesta también me gustó mucho esta aplicación..igual me ayuda dede el punto cecular ..!!!!🙏🕎👏👌🌹💐😘🙏 shalom a todos los que lean esta , opinión.!!...Opinión completa"
Frases de Vida y Autoestima,JekApps Inc.,Personalización,4.6,10000,"Excepcional,no tiene desperdicios.muy bueno."
Frases de Vida y Autoestima,JekApps Inc.,Personalización,4.6,10000,Es buenoy fasil de bajar
Frases de Autoestima,KhoniaDev,Estilo de vida,4.3,10000,"Megusto mucho,las frases de valoracion ,som muy buenos mensajes."
Frases de Autoestima,KhoniaDev,Estilo de vida,4.3,10000,Me gustó mucho... Buen trabajo continúen así. ..
Elevar la Autoestima,Emprendedora apps,Estilo de vida,4.5,50000,Apenas empiezo con esta app y lla creó que es excelente
Psicología de la Autoestima,Fasabe-Team,Libros y obras de consulta,4.3,50000,"excelente aplicacion. soy estudiante de psicología y con esta aplicación e reforzado mi conocimiento y al mismo tiempo de poderme auto ayudar. la recomiendo ,además no la interrumpe ninguna publicidad ."
Frases de Motivación para mejorar el Autoestima,Aplicaciones de Amor,Estilo de vida,4.1,10000,"excelente aplicacion., frases bonitas para compartir y empezar el dia con energia"
I am – Afirmaciones diarias,Monkey Taps,Estilo de vida,4.8,100000,Maravillosa app! Las afirmaciones son muy acertadas!❤️
Cómo Mejorar tu Autoestima,Carina Guevara,Educación,4.0,5000,Excelente
Test de Autoestima Sexual,Entretenimiento y curiosidades,Salud y bienestar,2.2,1000,Malaso
Videos de Autoestima,freedom loser,Estilo de vida,3.0,500,Me sirve
Mejore su confianza y autoestima (GGSE),GG Apps Platform,Medicina,4.4,50000,NO ESTA EN ESPAÑOLLLLL
Como mejorar tu autoestima,Free !!,Estilo de vida,4.0,50000,¡Es fantástico! Motivante e inspirador desde el principio. Me ha ayudado a ver el mundo desde una perspectiva positiva.
Psicologia de la Depresión,Nice-Apps,Salud y bienestar,4.7,100000,"No lo he acabado de leer todo pero por lo que he visto tiene demasiada información y la verdad es muy útil, solo hay que saber manejarla bien."
Amandote a Ti Mismo y a otros,ImagenParaWeb,Estilo de vida,4.6,100000,Me encanta esta app y estoy seguro que no a habido otro parecido. Un excelente app su contenido me llena de amor paz y felicidad....
Aumentar Autoestima,NanchosApps,Estilo de vida,3.5,5000,Es una persona sencibl cariñoso
Psicología de la Autoestima,Fasabe-Team,Libros y obras de consulta,4.3,50000,Muy bueno y reflexiones sobre todo
Psicología de la Autoestima,Fasabe-Team,Libros y obras de consulta,4.3,50000,"No me gustó. Son conceptos de libro, no es ni muy muy ni tan tan las características que describe de cada cosa. Por eso no lo encuentro útil como buena guía para una autoestima sana."
"Frases de vida y autoestima, reflexiones hermosas",Appsamimanera,Entretenimiento,3.8,5000,Me encantaron por que pude compartirlos con mis amigos y tiene muy buenas frases felicidades
Psicologia de la Depresión,Nice-Apps,Salud y bienestar,4.7,100000,Muy clara accesible un gran apoyo para el familiar de un paciente gracias
Test de Autoestima Sexual,Entretenimiento y curiosidades,Salud y bienestar,2.2,1000,Soi gay :v
"D. Psique: Hábitos, Auto-conocimiento",Agência Cria,Estilo de vida,3.2,100000,Perfecto
Psicología de la Autoestima,Fasabe-Team,Libros y obras de consulta,4.3,50000,"hola! realmente me agradan estas publicaciones, pues"
Cómo Mejorar tu Autoestima,Carina Guevara,Educación,4.0,5000,Asco
Psicologia de la Depresión,Nice-Apps,Salud y bienestar,4.7,100000,"Me gustó bastante, dice cosas muy ciertas que yo puedo asegurar, estoy segura de que muchas personas se sintieron identificadas con esto al igual que yo y no es nada fácil aceptar que lo estás viviendo, mucho menos sabiendo que tú familia no le toma importancia porque piensa que estás exagerando. Es...Opinión completa"
"D. Psique: Hábitos, Auto-conocimiento",Agência Cria,Estilo de vida,3.2,100000,Jajaj Cool! XD
Test de Autoestima,Entretenimiento y curiosidades,Entretenimiento,2.0,1000,"Reitero, de las mejores que he probado."
Frases de Autoestima,KhoniaDev,Estilo de vida,4.3,10000,"Hola.! Les doy las 5 estrellas porque se lo merece. Buena app,frases para todo y te ayuda. La recomiendo mucho y gracias a sus creadores. Un abrazo"
Videos de Autoestima,freedom loser,Estilo de vida,3.0,500,"Te lleva a links de YouTube, solo ocupa espacio y estorba."
Aumentar Autoestima,NanchosApps,Estilo de vida,3.5,5000,bien
Aumentar Autoestima,NanchosApps,Estilo de vida,3.5,5000,Ummm
Como mejorar tu autoestima,Free !!,Estilo de vida,4.0,50000,En diez capítulos breves aprendes mucho sobre vivir en plenitud. Me gustó mucho :)
"Frases de vida y autoestima, reflexiones hermosas",Appsamimanera,Entretenimiento,3.8,5000,Incomoda hay que ir frase por frase.
Amandote a Ti Mismo y a otros,ImagenParaWeb,Estilo de vida,4.6,100000,"Esta aplicación, me ha ayudado a reencontrar cosas que había olvidado y me sentí comprendida ya que hay cosas en los párrafos que concuerdan en como pienso."
Mejore su confianza y autoestima (GGSE),GG Apps Platform,Medicina,4.4,50000,app suggested me seek professional help Lol !!!!!! now I can't stop laughing thanks
Mejore su confianza y autoestima (GGSE),GG Apps Platform,Medicina,4.4,50000,"Parece que no esta disponible en castellano, una pena porque tiene buena pinta"
Frases de Motivación para mejorar el Autoestima,Aplicaciones de Amor,Estilo de vida,4.1,10000,Tiene una buena variedad de frases motivadoras. Me gusta mucho esta app
I am – Afirmaciones diarias,Monkey Taps,Estilo de vida,4.8,100000,Me encanta esta app porque me pone las frases perfectas en el momento indicado. Lo que me ayuda estar positivo todo el día.
Como mejorar tu autoestima,Free !!,Estilo de vida,4.0,50000,Me gusta
Amandote a Ti Mismo y a otros,ImagenParaWeb,Estilo de vida,4.6,100000,Es muy bueno yo lo recomiendo porque les hara que se superen como personas cada dia que lo lees y lo aplicas a tu vida....solo un detalle aparecen los titulos de cada capitulo incompletos pareciera q es fotocopias del original.......chequenlo....ok
Cómo Mejorar tu Autoestima,Carina Guevara,Educación,4.0,5000,La estudié por tercera vez y fue mucho mejor que la primera
Test de Autoestima,Entretenimiento y curiosidades,Entretenimiento,2.0,1000,"No le puse 0, por qué no puedo. La app fue he hecha sin ningún amor, no tiene nada de diseño, nada q atraiga la atención y den ganas de usarla. Y más importante que esto, pide permisos para acceder a tus archivos y fotos y ni explica para que. No tiene sentido este permiso si la app es solo un test....Opinión completa"
Frases de Motivación para mejorar el Autoestima,Aplicaciones de Amor,Estilo de vida,4.1,10000,Me encanta esta app!! Buenísimas frases e imágenes... De verdad que la recomiendo mucho😉😉😉😉
Videos de Autoestima,freedom loser,Estilo de vida,3.0,500,Exelente
Elevar la Autoestima,Emprendedora apps,Estilo de vida,4.5,50000,"Es muy interesante me gusta leer, porque ayuda , a dar paso seguro."
Elevar la Autoestima,Emprendedora apps,Estilo de vida,4.5,50000,Poeden quitar los anuncios gracias
Elevar la Autoestima,Emprendedora apps,Estilo de vida,4.5,50000,La cantidad de faltas de ortografía me impidió enfocarme en la información que se entregaba.
Ejercicios para el cerebro,ABC Programming,Entretenimiento,4.4,100000,Muy buena !practicar a diario mejora mi atencion y memoria !
Moodpath - Depression & Anxiety Test,MindDoc Health,Medicina,4.6,1000000,"Me gusta mucho, me hace prestar atención a mis emociones como nunca pensé:)"
"Psicólogos Online, Diario emocional y Mindfulness",ifeel,Salud y bienestar,4.4,100000,"Se ve genial, y muy bien diseñada. Pero claro, quien no tenga dinero para pagar la terapia, poca ayuda va a poder recibir. Recuerda, si tienes problemas emocionales y no tienes dinero, ningún psicólogo te podrá ayudar por pobre. Sé autodidacta, y aprende por tú cuenta para ayudarte a tí mismo. En el...Opinión completa"
Inteligencia emocional gratis,"Bible Studies, Embarazo y Dietas Free Libres",Salud y bienestar,4.4,10000,esta buena esta ap relamete si te pones las pilas funciona..
Desordenes mentales,Andrey Borzenko,Educación,4.5,100000,Maliiiiiiiiiisima. No puedo ver ningún trastorno. Se debe reparar
PSY online terapia psicologia. Сhat apoyo anónimo.,INVOLTA INC,Salud y bienestar,4.4,500000,"Es genial, pero ya no me funciona, no me cargaban las preguntas ni me dejaba postearlas. Reinstalé la app y ahora no funciona ni carga nada, dice que escriba a servicio técnico. Ayuda por favor."
Lojong: Meditación y Mindfulness -Ansiedad +Sueño,Unisollus,Salud y bienestar,4.9,1000000,"¡Perfecta! Realmente puedes acceder a todo el contenido de manera semi-gratis, osea, puedes ver anuncios para entrar a el contenido premium si no quieres pagar. De la docena de aplicaciones sobre meditación que ya había probado está sin duda alguna es la más completa aunque irónicamente decidí desca...Opinión completa"
"Mejor con Salud - Belleza, dieta y bienestar",Grupo MContigo,Salud y bienestar,4.5,100000,Es excelente. Y ayuda muchisimo a aumentar nuestro conocimiento acerca de las enfermedades en general. Agradecida .
Medita con Petit BamBou: mindfulness y sueño,FeelVeryBien sarl,Salud y bienestar,4.7,1000000,"Amo los videos introductorios y reflexivos, me encanta la función sin guía, y el acompañamiento que brindan en el proceso, amaría que la prueba gratuita contara con más videos pues no puedo adquirir los demás beneficios, pero la experiencia ha sido magnífica."
PsicoTests,Psique Apps,Medicina,4.6,1000000,"Es una ayuda para tratar de comprender ciertos comportamientos a través de test que estén validados, apenas empecé a usar la aplicación y me ha perecido muy interesante, ya que que hay muchos temas para estudiar y ahondar en el conocimiento tanto para estudiantes como los profesionales de la salud m...Opinión completa"
"Música para la meditación, para estrés y ansiedad",Dream_Studio,Salud y bienestar,4.7,100000,Buenísimo!!! Me encanta. Tiene todo para programar lo que me gusta
Psicología Positiva Fácil,3Temes Publishers,Salud y bienestar,4.1,50000,"Es una aplicación bastante buena, aun así siento que le falta algo, pero muy recomentadable si quieres tener una vida emocional sana."
