App,Developer,Type,Rates,Downloads+,Last_reviews,Last_reviews_eng
Frases Feliz Dia De La Semana,kamvapps97,Entretenimiento,4.8,10000,Me encanta!!! Unas frases muy buenas y las imágenes muy chulas. Un Saludo,I love it!!! Some very good phrases and very cool images. Greetings
Saludos De Buenos Días Gratis,kamvapps97,Entretenimiento,4.8,100000,"Me gusta mucho la versatilidad... Ya q permite saludar con buenos días tardes o noche,días específicos y la variación d presentación d los saludos(Algunos sencillos,otros con flores y otros con frases d motivación)... En resumen me gusta bastante la app... Gracias...","I really like the versatility ... Since it allows you to say hello with good morning afternoon or evening, specific days and the variation of the presentation of the greetings (Some simple, others with flowers and others with motivational phrases) ... In summary I like it quite the app ... thanks ..."
Radio Felicidad Mexico - 1180 AM Radio,LogApps America,Música y audio,3.4,1000,Es una basura de aplicación!!!,It is an application rubbish !!!
Frases de felicidad,CodevApps - Imagenes y Frases,Estilo de vida,4.8,1000,Muchas gracias !! Alucinante frases !! Y definitivamente la finalidad de la existencia !! Felicitaciones !! 🍀,Thank you so much !! Amazing phrases !! And definitely the purpose of existence !! Congratulations !! 🍀
Radio Felicidad Uyuni,Jhans Canaviri,Música y audio,4.8,100,"Información de nuestra querida ciudad Uyuni, ""Hija Predilecta de Bolivia"" y excelente música.","Information about our beloved city Uyuni, ""Favorite Daughter of Bolivia"" and excellent music."
AtentaMente - Meditación y Felicidad,AtentaMente,Salud y bienestar,4.3,10000,"La aplicación lleva dando fallos meses, ahora ni siquiera me permite el acceso. Una pena porque llevo con ella al menos dos años! Intentaré desinstalarla y volverla a instalar.","The application has been failing for months, now it does not even allow me access. A shame because I have been with her for at least two years! I will try to uninstall it and reinstall it."
Imagenes feliz dia del Padre,Revilapps Imagenes graciosas Poemas amor enamorar,Entretenimiento,4.4,50000,Muy linda la aplicación me encantó lo recomiendo,Very nice the application I loved it I recommend it
La Jarra de la Felicidad - diario de recuerdos,Damapio,Estilo de vida,4.7,5000,Lo descargue resien me encanta,I downloaded it resien I love it
Radio Felicidad,loganbishop,Música y audio,4.6,5000,Buena música relajante,Good relaxing music
Frases Feliz Dia de la Semana,New Generation Apps Android,Entretenimiento,4.5,100000,Una muy bonita experiencia con las imágenes y texto,A very nice experience with images and text
Cómo Ser tu Mejor Versión,Israel Leal,Estilo de vida,4.2,10000,Es frustrante y se traba es orrendo no lo descargen,It is frustrating and it gets stuck is not downloading it
Frases Feliz Dia De La Semana,kamvapps97,Entretenimiento,4.8,10000,"Esta aplicación me gusta mucho, pues en ella encontrarás tarjetita para enviársela a tus seres amados, estimados, amistades y allegados diariamente con un bello mensaje y una tarjetita expectacular. Además es gratis, se actualiza con tarjetita nuevas y muy fácil de usar. No lo pienses más, bajala nunca te arrepentirás de tenerla a tu alcance. A mi en lo personal me ENCANTA DE ❣️.","I really like this application, because in it you will find a card to send it to your loved ones, dear friends and close friends daily with a beautiful message and a spectacular card. It is also free, it is updated with a new card and very easy to use. Do not think about it anymore, download it you will never regret having it within your reach. I personally LOVE ❣️."
Feliz Cumpleaños Hijo,Creative Image Apps,Entretenimiento,4.7,50000,"Fantástico, justo loque necesitaba y me gusta como puedes personalizarlo ( 10 ).","Fantastic, just what I needed and I like how you can customize it (10)."
Radio Felicidad,loganbishop,Música y audio,4.6,5000,"La escucho desde Belgica, muy buena, la señal, no se cuelga, Me la descargue por que soy seguidora de el Doctor Perez Albela. Gracias por Este buen aplicativo.","I listen to it from Belgium, very good, the signal does not hang, I downloaded it because I am a follower of Doctor Perez Albela. Thanks for this good application."
Wysa: tu entrenador de felicidad,Touchkin,Salud y bienestar,4.7,1000000,"La he utilizado muy poquito ya que al principio me sentí un poco intimidada pero me gustó mucho ahora que la usé, me ayudó un montón a ver algunas cosas en mi mente que no tenía muy claras, así que muchas gracias! Hasta ahora me ha gustado muchísimo 💖","I have used it very little since at first I felt a little intimidated but I really liked it now that I used it, it helped me a lot to see some things in my mind that I was not very clear about, so thank you very much! Until now I really liked it 💖"
Imagenes Frases de Felicidad,JekApps Inc.,Personalización,4.7,50000,excelentes imágenes bendiciones,excellent images blessings
Frases de felicidad,CodevApps - Imagenes y Frases,Estilo de vida,4.8,1000,Me gusta y encuentro las palabras adecuadas para expresar lo que pienso,I like and find the right words to express what I think
Frases y fotos de Felicidad,Entertainment LTD Apps,Estilo de vida,4.7,10000,"Muy lindos mensajes, frases maravillosas para compartir, muchas gracias.","Very nice messages, wonderful phrases to share, thank you very much."
Frases Feliz Dia de la Semana,New Generation Apps Android,Entretenimiento,4.5,100000,Esta muy buena y tiene frases muy lindas para compartir,It is very good and has very nice phrases to share
Videos con frases y canciones de feliz cumpleaños,Interactive Apps Media,Música y audio,4.3,100000,Son Super bonitas y los Videos son Variados cantantes conocidos y otros son muñequitos.Pero la musica estan cheveres.,"They are super pretty and the Videos are various well-known singers and others are dolls, but the music is cool."
Felices coloridos huevos de la suerte - 2020,Pipi Chick Studio,Puzles,3.4,500000,mola un montón y además es el mismo juego del de Peppa pig hace un montón de gracias es un poco aburrido porque haces lo mismo pero mola un montón os lo recomiendo es igualito que el juego de Peppa pig,cool a lot and also it is the same game as Peppa pig makes a lot of thanks is a bit boring because you do the same but cool a lot I recommend it is the same as the game Peppa pig
Saludos De Buenos Días Gratis,kamvapps97,Entretenimiento,4.8,100000,"Muy muy buena aplicación, excelente, con mucha variabilidad calidad y excelencia. En sus paisajes y en sus contenidos. A simple vista se nota el esfuerzo y el entusiasmo con que se elaboró esta aplicación. Gracias por su esfuerzo.","Very very good application, excellent, with a lot of variability, quality and excellence. In its landscapes and in its contents. At first glance you can see the effort and enthusiasm with which this application was developed. Thanks for your effort."
Cómo ser positivo,RomanT. Apps,Libros y obras de consulta,4.0,100000,Esta es una aplicación fabulosa :D me dise detalladamente sobre como ser positivo ♥️ Y ser feliz Me encantaría que crearías de la zona de confort algo similar para ayudarme 😜,This is a fabulous app: D tell me in detail about how to be positive ♥ ️ And be happy I would love for you to create something similar out of the comfort zone to help me 😜
Feliz cumpleaños frases e imagenes para compartir,Entertainment LTD Apps,Entretenimiento,4.5,500000,Muy lindos mensajes siempre q puedo la uso,Very nice messages whenever I can use it
Imagenes Frases de Felicidad,JekApps Inc.,Personalización,4.7,50000,Me encantan las frases de felicidad y las comparto todos los días,I love the phrases of happiness and I share them every day
"Reto 30 dias - Vida Zen, Felicidad y Sonrie",CHALLENGE FOR ALL,Salud y bienestar,4.2,10000,"Me parece una buena app! Aunque estaria bien que tuviera tambien la opción de poner tambien nuestros retos personales , pero me gusta gracias!","I think it's a good app! Although it would be nice if I also had the option to put our personal challenges, but I like it thanks!"
Wysa: tu entrenador de felicidad,Touchkin,Salud y bienestar,4.7,1000000,"Es muy útil, a mi me hizo sentir mejor desde la primera charla, la aplicación es como una terapia que de algun modo te hace sentir como si estuvieras hablando con un amigo, es muy practico a la hora de contemplar tus emociones y pensamientos para empezar a trabajarlas, lo único que le mejoraría sería que estuviera en español, pero entiendo que sería algo complicado, aunque está bien ya que puedo practicar mi inglés.","It is very useful, it made me feel better from the first talk, the application is like a therapy that somehow makes you feel as if you were talking to a friend, it is very practical when contemplating your emotions and thoughts to start to work on them, the only thing that would improve it would be if it were in Spanish, but I understand that it would be somewhat complicated, although it is fine since I can practice my English."
AtentaMente - Meditación y Felicidad,AtentaMente,Salud y bienestar,4.3,10000,"No recomiendo ampliamente está aplicación para principiantes, creo que es muy difícil distraerse durante las sesiones debido a la voz del guía y a qué no hay alguna música de fondo para facilitar el proceso. Además, durante algunas sesiones la manera de guiar es haciendo preguntas que no te permiten dejar descansar la mente. La estructura de la app, el orden de las sesiones, estados de ánimo, notas, etc es bastante bueno y la aplicación en sí es amigable y es un plus que este en español.","I do not highly recommend this app for beginners, I think it is very difficult to be distracted during the sessions due to the voice of the guide and why there is no background music to facilitate the process. Also, during some sessions the way to guide is by asking questions that do not allow you to rest your mind. The structure of the app, the order of the sessions, moods, notes, etc. is quite good and the application itself is friendly and it is a plus that it is in Spanish."
Felices coloridos huevos de la suerte - 2020,Pipi Chick Studio,Puzles,3.4,500000,Este juego es muy entretenido pero me gustaría más que cuando pongamos 1000 huevos ganemos,This game is very entertaining but I would like more than when we lay 1000 eggs we win
Ser feliz Reto 30 días by Glyem Apps,Glyem Apps,Estilo de vida,4.0,5000,"Está buena a mi me ha servido , solo me choco lo de donar médula ,creo que podría ser solo ""donar algo"" y sigo esperando el tipo 6","It is good it has served me, I was just shocked about donating marrow, I think it could be just ""donating something"" and I'm still waiting for type 6"
Videos con frases y canciones de feliz cumpleaños,Interactive Apps Media,Música y audio,4.3,100000,"Hermosas canciones y videos que alegran y felicitan a los cumpleañeros de una forma unica y especial, gracias y bendiciones🙏","Beautiful songs and videos that cheer and congratulate the birthdays in a unique and special way, thanks and blessings🙏"
Ansiedad y estrés,Metta Apps,Salud y bienestar,4.0,100000,Tiene técnicas y consejos muy buenos <3,He has very good techniques and advice <3
Cómo Ser tu Mejor Versión,Israel Leal,Estilo de vida,4.2,10000,"Es algo que te ayuda a reflexionar, a hacer mejor las cosas, a SER TU MEJOR VERSIÓN","It is something that helps you reflect, to do things better, to BE YOUR BEST VERSION"
Smylife - Felicidad diaria,Smylife SAS,Salud y bienestar,4.3,10000,buena app me ayuda a repajarme y controlar mi estrés super recomendado pero yo le aumentaría que de recordatorio cuando tu nivel de estrés este muy alto o cuando tu bienestar esta super negativo pero despues de eso todo super super super super OK!!,Good app helps me to repair myself and control my super recommended stress but I would add that as a reminder when your stress level is very high or when your well-being is super negative but after that everything super super super super OK !!
Feliz Cumpleaños con Musica,New Generation Apps Android,Entretenimiento,4.4,100000,Es buena trae muchas frases y fotos y canciones de cumpleaños pero no se puede hacer vídeos con fotos solo te dan eso y eso no me gusto mucho entonces me gustaría que mejoren eso porfavor y gracias,It is good it brings many phrases and photos and birthday songs but you cannot make videos with photos they only give you that and I did not like it very much so I would like you to improve that please and thank you
Consejos para ser feliz,Frenys,Estilo de vida,4.3,10000,Genial Muy buena,Great very good
Como ser feliz,adrusoft,Entretenimiento,3.3,1000,Muy bien la verdad por que ya soy feliz Hmmmmmm,Very well the truth because I'm already happy Hmmmmmm
Frases Feliz Dia De La Semana,kamvapps97,Entretenimiento,4.8,10000,"Gracias, bonito contenido, creo ya hacen falta más imágenes.","Thanks, nice content, I think more images are needed."
Frases de felicidad,CodevApps - Imagenes y Frases,Estilo de vida,4.8,1000,"Esta aplicación me es muy llamativa y favorable, a mi me gustan mucho estas frases, y esta aplicación es una gran ayuda para mi, por que así me evito buscar en Internet frases como las que se encuentran en la aplicación.","This application is very attractive and favorable to me, I really like these phrases, and this application is a great help for me, because that way I avoid searching the Internet for phrases like those found in the application."
Imagenes con Frases de Felicidad,Creative Image Apps,Entretenimiento,4.6,5000,suuuper bien sirve mucho,suuuper well serves a lot
Radio Felicidad Uyuni,Jhans Canaviri,Música y audio,4.8,100,Execente esta app,Run this app
Ser feliz Reto 30 días by Glyem Apps,Glyem Apps,Estilo de vida,4.0,5000,Empezaré a utilizarla. 😊,I will start using it. 😊
Lojong: Meditación y Mindfulness -Ansiedad +Sueño,Unisollus,Salud y bienestar,4.9,1000000,"Quiero felicitar a quien hizo está aplicación. Es realmente una maravilla. Todo el diseño está pensado para la relajación. La voz, la guía, la música. Es hermoso. Y lo que me pareció más que hermoso es que quién no la puede pagar la puede usar igual activando las publicaciones. Y son anuncios cortitos sin ruido que no molestan en lo más mínimo. Realmente se nota que la intención está puesta en el bienestar y no puramente en lo económico. Si pudiera les pondría mil estrellas.","I want to congratulate who made this application. It really is a wonder. The entire design is designed for relaxation. The voice, the guide, the music. Its beautiful. And what I found more than beautiful is that those who cannot afford it can use it just the same as activating the publications. And they are short ads without noise that do not bother in the least. It really shows that the intention is put in the well-being and not purely in the economic thing. If I could I would put a thousand stars on them."
Frases y fotos de Felicidad,Entertainment LTD Apps,Estilo de vida,4.7,10000,Tiene mensajes llenos de inspiración muy buena la aplicación,It has messages full of inspiration very good the application
Ansiedad y estrés,Metta Apps,Salud y bienestar,4.0,100000,Los audios no los abre. Podrian arreilarlo porf.Grasias.,The audios do not open them. I could fix it please. Thanks.
Imagenes feliz dia del Padre,Revilapps Imagenes graciosas Poemas amor enamorar,Entretenimiento,4.4,50000,Muy bonitos mensajes e imágenes.,Very nice messages and images.
Imagenes de Feliz Cumpleaños Gratis Para Felicitar,The Master Appr,Entretenimiento,4.6,500000,Me encanta mucho ya que antes no tenía como decir un mensajito así súper bonitos súper lindo pero ahora con esta aplicación que trae de todo tipo de familiares o sea de todo tipo o sea es increíble me encanta mucho muchas gracias por hacerme la descargar en cel está muy padreen serio ya que por compartirlo y además puedo n no sólo dárselo en el cumpleañostambién en otras fechas especiales ya que en algunas cartas no hice el feliz cumpleaños entonces es perfecto para dá,I love it very much since before I did not have how to say a message like this super nice super cute but now with this application that brings all kinds of family members or all kinds or is amazing I love it very much thank you very much for downloading it on cel is They are very serious since sharing it and also I can not only give it to them on the birthday but also on other special dates since in some letters I did not make happy birthday so it is perfect for da
"Reto 30 dias - Vida Zen, Felicidad y Sonrie",CHALLENGE FOR ALL,Salud y bienestar,4.2,10000,"Están muy buenos los deberes de cada dia, se los recomiendo, pero aunque sea fácil de ""jugar"" tendría que tener instrucciones razonables no hastags(#)","Everyday homework is very good, I recommend it, but even if it is easy to ""play"" it would have to have reasonable instructions, not up togs (#)"
Feliz Cumpleaños con Musica,New Generation Apps Android,Entretenimiento,4.4,100000,"ESTA APP ES MUY PRÁCTICA , ADEMÁS QUE ES BONITA Y AGRADABLE , COMO DETALLE DE BUEN GUSTO. EXCELENTE. ME ENCANTÓ.","THIS APP IS VERY PRACTICAL, ALSO IT IS NICE AND NICE, AS A DETAIL OF GOOD TASTE. EXCELLENT. I LOVED."
Lojong: Meditación y Mindfulness -Ansiedad +Sueño,Unisollus,Salud y bienestar,4.9,1000000,"Muy bonita app. Sugiero algo que considero muy importante. No es necesario que cada sesión esté dividida en tres partes, se pierde atención o relajación. Podría estar la sesión completa y poner una campanilla de inicio y fin de meditación, además de alguna música de fondo. En un momento no supe si la sesión habia finalizado, si se habia tildado, si se habia salido.. y tuve que abrir los ojos faltando poco para finalizar.","Very nice app. I suggest something that I consider very important. Each session does not need to be divided into three parts, attention or relaxation is lost. It could be the whole session and put a bell to start and end meditation, plus some background music. At one point I did not know if the session had ended, if it had been branded, if it had left ... and I had to open my eyes a little while later."
Mensajes de felicidad imagenes,Entertainment LTD Apps,Entretenimiento,4.6,1000,"Está bonita la aplicación,pero.... Aún no puedo compartir las imágenes con mis amistades.gracias","The application is beautiful, but ... I still can't share the images with my friends. Thanks"
Cómo ser positivo,RomanT. Apps,Libros y obras de consulta,4.0,100000,Buena splicacion,Good application
Imagenes feliz dia del Padre,Revilapps Imagenes graciosas Poemas amor enamorar,Entretenimiento,4.4,50000,La mejor app para felicitar al padre. Feliz dia del padre,The best app to congratulate the father. Happy Father's Day
Consejos para ser feliz,Frenys,Estilo de vida,4.3,10000,Lo mejor Mejor que las paginas de face,The best Better than the face pages
La Jarra de la Felicidad - diario de recuerdos,Damapio,Estilo de vida,4.7,5000,"Me encanta esta app. La temática, sus colores, sus funciones, realmente me encanta ♡ Ya casi inicia un nuevo año y ya muero por ver cuáles serán los recuerdos que me hará recordar ♡ Realmente muy buena, me encanta ♡","I love this app. The theme, its colors, its functions, I really love it ♡ A new year has almost started and I'm already dying to see what memories it will make me remember ♡ Really very good, I love it ♡"
Imagenes feliz dia del Padre,Revilapps Imagenes graciosas Poemas amor enamorar,Entretenimiento,4.4,50000,Felicidades en este dia especial,Congratulations on this special day
Radio Felicidad,loganbishop,Música y audio,4.6,5000,Muy buena música.,Very good music.
Feliz Cumpleaños,AppDevGenesis,Entretenimiento,4.3,100000,Orrible no puedes escribir ni poner una foto y muy mala ademas no se puede guardar en la galeria y nada gracias feliz cumpleaños por sacar esta estupides ) : 😐😐😐 😭😭😝😝,Orrible you can not write or put a photo and very bad also can not be saved in the gallery and nothing thanks happy birthday for taking this stupid): 😐😐😐 😭😭😝😝
Radio Felicidad Uyuni,Jhans Canaviri,Música y audio,4.8,100,Buena informacion y buena música,Good information and good music
Cómo Ser tu Mejor Versión,Israel Leal,Estilo de vida,4.2,10000,Buena app y recomendada,Good app and recommended
"Reto 30 dias - Vida Zen, Felicidad y Sonrie",CHALLENGE FOR ALL,Salud y bienestar,4.2,10000,Esto es ingre ible para la cuaretana,This is amazing for quarantine
Mensajes de felicidad imagenes,Entertainment LTD Apps,Entretenimiento,4.6,1000,muy bonitas y reconfortantes fraces,very beautiful and comforting phrases
Feliz Cumpleaños: Fiesta&Velas,BabyBus,Educativos,4.1,10000000,Señor o señora este juego no funciona,Sir or madam this game doesn't work
Smylife - Felicidad diaria,Smylife SAS,Salud y bienestar,4.3,10000,Me ayuda mucho,It helps me a lot
Feliz Cumpleaños Hijo,Creative Image Apps,Entretenimiento,4.7,50000,"Son apropiados los cartelitos de felicitación, me gustan.","The greeting cards are appropriate, I like them."
Feliz Cumpleaños con Musica,New Generation Apps Android,Entretenimiento,4.4,100000,Mensajes Excelente. Los utilizo para cuando se me presentan los cumpleaños de mi familia y amigos. La recomiendo totalmente.,Excellent messages. I use them for when I have the birthdays of my family and friends. I totally recommend her.
Lojong: Meditación y Mindfulness -Ansiedad +Sueño,Unisollus,Salud y bienestar,4.9,1000000,"Lojong es todo lo que necesito para sobrellevar mejor los tiempos que corren. El contenido gratuito es generoso y no me arrepiento de pagar una mensualidad por el resto del contenido: vale cada centavo. Los ejercicios y guías propuestas me ayudan a bajar la ansiedad, identificar emociones y tomar distancia, discernir y cultivar la autocompasión. Totalmente recomendado para estos tiempos de pandemia y para después.","Lojong is everything I need to better cope with the times. Free content is generous and I don't regret paying a monthly fee for the rest of the content - it's worth every penny. The exercises and guides proposed help me to lower anxiety, identify emotions and take distance, discern and cultivate self-pity. Fully recommended for these times of pandemic and for later."
Saludos De Buenos Días Gratis,kamvapps97,Entretenimiento,4.8,100000,Me ENCANTA porque contiene mucha variedad,I LOVE it because it contains a lot of variety
Imagenes con Frases de Felicidad,Creative Image Apps,Entretenimiento,4.6,5000,Exelente y muy útil.,Excellent and very useful.
Feliz Cumpleaños,AppDevGenesis,Entretenimiento,4.3,100000,Está aplicación era una pasada me era super útil ahora la tengo que desinstalar porque un error no me deja acceder a ella.,"This application was amazing, it was super useful now I have to uninstall it because an error does not allow me to access it."
AtentaMente - Meditación y Felicidad,AtentaMente,Salud y bienestar,4.3,10000,"Hermosas meditaciones pero la app es PÉSIMA no me carga como 3 secciones, trabajar con emociones, bondad y para tiempos difíciles. Me gustaría comunicarme con alguien porque no puedo acceder a estas meditaciones solo se queda cargando.","Beautiful meditations but the app is LOUSY does not load me like 3 sections, working with emotions, kindness and for difficult times. I would like to communicate with someone because I cannot access these meditations it only remains loading."
Smylife - Felicidad diaria,Smylife SAS,Salud y bienestar,4.3,10000,"Oye esta app es justo lo que buscaba, ahora les pido una mejora, mucho más vida y colores más bonitos actualicenla por favor, si debo de pagar esta bien","Hey this app is just what I was looking for, now I ask you for an improvement, much more life and more beautiful colors update it please, if I must pay this well"
Consejos para ser feliz,Frenys,Estilo de vida,4.3,10000,"Los consejos son simples, pero bastante útiles y motivadores.","The tips are simple, but quite helpful and motivating."
La Jarra de la Felicidad - diario de recuerdos,Damapio,Estilo de vida,4.7,5000,Me ayuda a ser agradecida y recordar pequeños momentos. Alegria o felicidad. Intuitiva en las cosultas. Una vez sabes como definir entradas me gusta.,It helps me to be grateful and remember little moments. Joy or happiness. Intuitive in questions. Once you know how to define entries I like it.
Radio Felicidad,Armadisoft,Música y audio,4.6,5000,Muy buena la app se puede escuchar sin audifonos y se escucha bien gracias,Very good the app can be listened to without headphones and it listens well thanks
Moodpath - Depression & Anxiety Test,MindDoc Health,Medicina,4.6,1000000,"Es muy buena aplicación. Excelente. Es fácil de usar y tiene muchas preguntas que te ayudan a entender más sobre tí. La recomiendo mucho. La versión gratuita tiene lo suficiente para ayudarte y darte evaluaciones de tu salud mental. La versión Premium parece tener más recursos sobre cómo cambiar los problemas que van surgiendo conforme contestas las preguntas, pero no es necesario tener la membresía para beneficiarse de esta app.","It is a very good application. Excellent. It is easy to use and has many questions that help you understand more about yourself. I highly recommend her. The free version has enough to help you and give you evaluations of your mental health. The Premium version seems to have more resources on how to change the problems that arise as you answer the questions, but it is not necessary to have the membership to benefit from this app."
60 Juegos Mentales: Entrenamiento Cerebral Gratis,Peoresnada.com,Preguntas y respuestas,4.0,5000000,"Excelente app para retos mentales! Totalmente recomendada para todos. Sé que no debo decirlo (o tal vez si), pero me encantó que es la única app para esto, gratis... No hay cargos adicionales!! Eso es de agradecer porque está elaborada a la perfección, tanto en gráficas, como diseño, funcionalidad, etc. Me encanta la variedad de retos que hay. Ojalá sigan agregando con el tiempo, pero aclaro que con este montón que hay ya estoy 100% feliz. Bájenla sin dudarlo. No se arrepentirá nadie.","Excellent app for mental challenges! Totally recommended for everyone. I know I should not say it (or maybe if), but I loved that it is the only app for this, free ... There are no additional charges !! That is appreciated because it is elaborated perfectly, both in graphics, as design, functionality, etc. I love the variety of challenges there are. Hopefully they keep adding over time, but I clarify that with this pile there is already 100% happy. Lower it without hesitation. No one will regret it."
"InnerHour autoayuda y terapia: ansiedad, depresión",InnerHour,Salud y bienestar,4.4,500000,"Es perfectaaaa! Aunque lo único malo que le encuentro ,es que no se puede cambiar el idioma ,pero a partir de eso ,es perfecta ,la recomiendo jsjs","It's perfect! Although the only bad thing I find is that you can't change the language, but from that point on, it's perfect, I recommend it jsjs"
Calm: Meditación y Sueño,"Calm.com, Inc.",Salud y bienestar,4.4,10000000,"Finalmente una aplicación completamente diferente, es hermosa, diseñada cuidadosamente. Es personalizable, y con musica bien seleccionada para diferentes necesidades, ya sea meditar, dormir, desestresarse, trabajar, etc. Gracias por esta app :') ❤️","Finally a completely different application, it is beautiful, carefully designed. It is customizable, and with music well selected for different needs, be it meditating, sleeping, de-stressing, working, etc. Thanks for this app: ') ❤️"
TCC Diario de Pensamiento,MoodTools,Salud y bienestar,4.6,100000,"Excelente aplicación, sencilla pero muy útil para analizar nuestros pensamientos.","Excellent application, simple but very useful to analyze our thoughts."
PsicoTests,Psique Apps,Medicina,4.6,1000000,"La app está muy buena, pero muy mecánica en el sentido de los diagnósticos y consejos, debería ser más específicos y variados según el tipo de trastorno. En general recomiendo la app porque te permite identificar conscientemente los aspectos, conocer o afianzar algún tipo de trastorno en tu personalidad. Gracias a todos los profesionales de la salud mental que hicieron posible esta buena app, gracias 👍","The app is very good, but very mechanical in the sense of diagnoses and advice, it should be more specific and varied depending on the type of disorder. In general, I recommend the app because it allows you to consciously identify the aspects, know or consolidate some type of disorder in your personality. Thanks to all the mental health professionals who made this good app possible, thanks 👍"
eQuoo: Emotional Fitness Game,PsycApps Ltd. (UK),Salud y bienestar,4.7,50000,"Excelente app, muy lindo su diseño y la información es muy útil. Sugiero que agreguen más idiomas disponibles y que exista la posibilidad de registrarse con Facebook o Google","Excellent app, its design is very nice and the information is very useful. I suggest that they add more available languages ​​and that there is the possibility to register with Facebook or Google"
desordenes mentales,Helpful Books,Libros y obras de consulta,4.3,100000,Una guía muy buena,A very good guide
desordenes mentales,Helpful Books,Libros y obras de consulta,4.3,100000,"Me gustó bastante, más que nada porque los tengo en un solo sitio","I really liked it, more than anything because I have them in one place"
"Sanvello para el estrés, la ansiedad, la depresión",Sanvello Health Inc.,Medicina,4.6,1000000,"La app sin dudas es una idea genial. De verdad, es la mejor en la tematica. Pero viendo que la gran mayoria de los usuarios no hablan o entienden el idioma ingles, creo que hace mucho tiempo podrian haber encontrado la forma de ponerle subtitulos a los videos o que alguien le ponga voz a las meditaciones en ingles. Creo que si algun dia se ocupan de esto, la app sin dudas es un 5 estrellas.","The app is undoubtedly a great idea. Really, it is the best in the subject. But seeing that the vast majority of users do not speak or understand the English language, I think long ago they could have found a way to put subtitles on the videos or someone to give a voice to the meditations in English. I think that if someday they take care of this, the app is without a doubt 5 stars."
"Mejor con Salud - Belleza, dieta y bienestar",Grupo MContigo,Salud y bienestar,4.5,100000,"Excelente explicación , en la información , presisa muy adecuada , transparente en la información necesaria .","Excellent explanation, in the information, very adequate pressure, transparent in the necessary information."
Salud Mental by Charnan.7,Charnan.7,Salud y bienestar,4.6,50000,me parece una aplicacion muy interesante llena de conocimientos que permiten que puedan cerles utiles a miles de personas para prevenir muchas enfermedades mentales y estresantes y emocionales. fco javier morales moreno...,I find it a very interesting application full of knowledge that allows thousands of people to be useful to prevent many mental and stressful and emotional illnesses. fco javier morales moreno ...
Desordenes mentales,Andrey Borzenko,Educación,4.5,100000,Maliiiiiisima. No puedo ver ningún trastorno. Se debe reparar,Damn. I can't see any disorder. It must be repaired
60 Juegos Mentales: Entrenamiento Cerebral Gratis,Peoresnada.com,Preguntas y respuestas,4.0,5000000,Hola es súper entretenido y divertido me encanta aunque en algunos no puedo solo le pongo salir y lo intento de nuevo es el mejor juego del mundo que e instalado me ultra mega super duper encanta el juego pensé que por ser (no es que eso no me agrado al contrario tuve mucho tiempo para hacer otras cosas) que se tardó un poco en descargarse pensé que tendría anuncios y muchos anuncios y no me gusta muchísimo el juego lo digo una vez más 💛 lo amoooo el juego de verdad,"Hello it is super entertaining and fun I love it although in some I can not just put it out and try again it is the best game in the world and installed me ultra mega super duper I love the game I thought that for being (not that I do not On the contrary, I had a lot of time to do other things), it took a while to download, I thought I would have ads and lots of ads and I don't really like the game, I say it once again amo I love the game for real"
"Psicólogos Online, Diario emocional y Mindfulness",ifeel,Salud y bienestar,4.3,100000,"Para mí ha sido todo un describirmoento. Al principio era un poco reacia a buscar ayuda a través de una app, pero la atención de Laura (personal de soporte) y su valoración de mis preocupaciones y ansiedades, la llevaron a asignarme a una terapeuta maravillosa con la que desde el minuto 1 he tenido una conexión especial. Aunque nuestras terapias sean vía videoconferencia la siento más cerca que a otros psicólogos con los que he mantenido terapia presencial. 5 estrellas no, 20000 estrellas!!!","For me it has been quite a description. At first I was a little reluctant to seek help through an app, but Laura's attention (support staff) and her assessment of my concerns and anxieties led her to assign me to a wonderful therapist with whom from minute 1 I have had a special connection. Although our therapies are via videoconference, I feel closer than other psychologists with whom I have had face-to-face therapy. 5 stars no, 20000 stars !!!"
desordenes mentales,Helpful Books,Libros y obras de consulta,4.3,100000,"Excelente trabajo, muy completo y se Puede compartir con redes sociales. Gracias.","Excellent work, very complete and can be shared with social networks. Thank you."
Pura Mente: Meditar es simple,Pura Mente,Salud y bienestar,4.8,50000,Es el primer día que uso la app. Me encantaron el sonido de fondo y la voz suave que te va guiando. Muy sencillo de seguir y muy relajante.,It is the first day that I use the app. I loved the background sound and the soft voice that guides you. Very easy to follow and very relaxing.
"Mejor con Salud - Belleza, dieta y bienestar",Grupo MContigo,Salud y bienestar,4.5,100000,"Muy util, información al día con la salud","Very useful, information up to date with health"
Ejercicios para el cerebro,ABC Programming,Entretenimiento,4.4,100000,"FANTASTICA, felicitacionea a los creadores, no se si podran ponerle objetivos por ejm yo deseo tomar atencion a dos visas al mismo tiempo y desarrollar memoria fotografica","FANTASTICA, congratulations to the creators, I do not know if they will be able to put objectives on them, for example I want to pay attention to two visas at the same time and develop photographic memory"
PD Test - Prueba de Trastornos de la Personalidad,People ‘n Droid,Salud y bienestar,4.1,10000,Es una buena aplicación y la verdad tiene mucha razón en cuanto muchas cosas 😳😳,It is a good application and the truth is very right in terms of many things 😳😳
El Psicólogo,Frenys,Estilo de vida,4.3,500000,"Frases muy certeras en el desempeño como terapeuta, me gustaron varias, pero más la que hace referencia a la empatía, mucha gente no sabe ser empática.","Very accurate phrases in the performance as a therapist, I liked several, but more the one that refers to empathy, many people do not know how to be empathetic."
